,location,total_sqft,bath,price,bhk,encoded_loc
5705,Ramagondanahalli,1200.0,3,56.1,3,180
5706,Haralur Road,1140.0,2,43.0,2,82
5707,Nagarbhavi,1635.0,3,85.0,3,158
5708,Harlur,2137.0,3,110.0,3,83
5709,Hennur Road,973.0,2,50.74,2,88
5710,Banashankari,1020.0,2,40.79,2,27
5711,Electronic City,750.0,1,35.0,1,68
5712,Others,1470.0,2,60.0,3,168
5713,8th Phase JP Nagar,1730.0,5,75.0,5,7
5714,Bannerghatta Road,1400.0,3,69.0,3,35
5715,Sarjapur  Road,1115.0,2,50.0,2,186
5716,Whitefield,1370.0,2,56.0,2,215
5717,Others,1602.0,3,56.0,3,168
5718,Others,793.0,1,40.0,1,168
5719,GM Palaya,675.0,1,35.0,1,72
5720,Chikka Tirupathi,3250.0,4,136.0,4,54
5721,Whitefield,1050.0,2,43.0,2,215
5722,Jalahalli East,1035.0,2,42.5,2,104
5723,Sarjapur  Road,1200.0,2,44.0,3,186
5724,Green Glen Layout,1625.0,3,70.0,3,76
5725,Electronics City Phase 1,1032.0,2,31.99,2,70
5726,Whitefield,1496.0,2,71.81,3,215
5727,Others,1100.0,2,38.0,2,168
5728,Kundalahalli,1500.0,3,50.0,3,141
5729,Electronic City Phase II,1125.0,2,32.63,2,69
5730,Others,1555.0,3,73.0,3,168
5731,Amruthahalli,1025.0,2,42.0,2,13
5732,Arekere,900.0,2,44.5,2,19
5733,Akshaya Nagar,1200.0,2,45.0,2,11
5734,Others,1563.0,3,63.0,3,168
5735,5th Phase JP Nagar,812.0,2,42.0,2,4
5736,Yelahanka,3175.0,4,156.0,4,217
5737,Hegde Nagar,1835.0,3,88.0,3,86
5738,8th Phase JP Nagar,1296.0,2,51.83,3,7
5739,Anandapura,1141.0,2,50.0,2,14
5740,Poorna Pragna Layout,1270.0,2,50.79,3,174
5741,Electronic City,1210.0,2,55.0,2,68
5742,Hormavu,1310.0,2,67.0,2,92
5743,Magadi Road,1713.0,2,55.195,3,146
5744,Raja Rajeshwari Nagar,1050.0,2,37.0,2,178
5745,Electronic City Phase II,1140.0,2,34.0,2,69
5746,Varthur,1210.0,2,54.0,2,207
5747,Amruthahalli,485.0,1,19.5,1,13
5748,Varthur,1112.0,2,40.0,2,207
5749,Others,1195.0,2,42.4,2,168
5750,Bommasandra Industrial Area,1125.0,2,32.49,2,48
5751,Tindlu,1165.0,2,59.8,2,203
5752,Others,865.0,2,33.0,2,168
5753,Jigani,1245.0,3,66.0,3,105
5754,Kalyan nagar,8840.0,2,300.0,2,114
5755,Others,1145.0,2,60.0,3,168
5756,AECS Layout,2000.0,3,90.0,3,9
5757,Sarjapur  Road,1270.0,2,54.0,3,186
5758,Others,1250.0,3,39.5,3,168
5759,Jakkur,1485.0,3,72.0,3,102
5760,7th Phase JP Nagar,990.0,2,50.0,2,6
5761,TC Palaya,1200.0,2,66.0,3,198
5762,Kothanur,1185.0,2,59.0,2,137
5763,Others,1025.0,2,48.0,2,168
5764,Kodichikkanahalli,2700.0,4,125.0,5,130
5765,Begur,1411.0,2,60.0,3,38
5766,Kanakpura Road,1320.0,2,39.6,3,119
5767,Bannerghatta,1320.0,2,50.0,2,34
5768,HSR Layout,1140.0,2,46.0,2,81
5769,TC Palaya,1152.0,2,55.0,2,198
5770,Hennur Road,1672.0,3,86.0,3,88
5771,Others,1464.0,3,56.0,3,168
5772,Others,750.0,2,40.0,2,168
5773,Yeshwanthpur,1169.0,2,64.08,2,220
5774,Devanahalli,1290.0,2,62.0,3,61
5775,Kengeri,1160.0,2,40.6,2,127
5776,Mysore Road,1500.0,3,70.0,3,155
5777,Others,1300.0,3,46.0,3,168
5778,Electronic City Phase II,1310.0,2,37.84,3,69
5779,Kanakpura Road,1300.0,2,69.0,3,119
5780,Kengeri,2500.0,4,100.0,5,127
5781,Begur Road,1241.0,2,64.0,2,39
5782,Sarjapur  Road,1025.0,2,45.5,2,186
5783,Begur,815.0,2,40.0,2,38
5784,Kanakpura Road,2000.0,3,105.0,3,119
5785,ITPL,8500.5,5,300.0,4,99
5786,Kanakpura Road,1200.0,2,62.0,2,119
5787,Marathahalli,1026.0,2,50.18,2,150
5788,Hulimavu,450.0,1,20.0,1,97
5789,KR Puram,1205.0,2,45.79,2,107
5790,Anekal,420.0,1,12.5,1,16
5791,Doddakallasandra,1270.0,2,42.0,2,64
5792,Anekal,614.0,1,28.0,2,16
5793,Yelahanka,1408.0,2,58.0,2,217
5794,Subramanyapura,1223.0,2,42.81,3,196
5795,Others,1507.0,3,80.0,3,168
5796,Others,1160.0,2,57.0,2,168
5797,Poorna Pragna Layout,960.0,2,50.0,2,174
5798,NGR Layout,1021.0,2,46.0,2,156
5799,Channasandra,1065.0,2,36.0,2,53
5800,Bannerghatta Road,1465.0,2,75.0,3,35
5801,Kanakpura Road,900.0,2,41.0,2,119
5802,Marathahalli,1800.0,3,95.0,3,150
5803,Electronic City Phase II,1400.0,2,40.43,3,69
5804,KR Puram,1827.0,3,97.0,3,107
5805,Mysore Road,883.0,2,37.0,2,155
5806,Kengeri,550.0,1,16.75,1,127
5807,Electronic City,1400.0,2,40.44,3,68
5808,Kanakapura,1290.0,2,38.69,3,118
5809,Whitefield,1158.0,2,55.0,2,215
5810,Munnekollal,1200.0,2,57.9,3,153
5811,Thanisandra,1087.0,1,38.46,1,200
5812,Kenchenahalli,1150.0,2,57.0,2,126
5813,Yelahanka,1101.0,2,37.0,2,217
5814,Marathahalli,1650.0,3,85.0,3,150
5815,BEML Layout,2000.0,3,85.0,3,21
5816,Others,893.0,2,34.5,2,168
5817,Bisuvanahalli,1075.0,2,41.49,3,45
5818,Electronic City,1190.0,2,42.0,2,68
5819,Sarjapur  Road,1814.0,3,63.0,3,186
5820,Murugeshpalya,1344.0,2,56.0,3,154
5821,Kanakpura Road,1843.0,3,95.0,3,119
5822,Others,1495.0,2,70.0,3,168
5823,Whitefield,1396.0,3,74.0,3,215
5824,Tindlu,1050.0,2,55.0,2,203
5825,Others,1410.0,2,43.71,3,168
5826,Ramamurthy Nagar,1050.0,2,37.8,2,181
5827,Yelahanka,1104.0,2,58.0,2,217
5828,Kudlu,1027.0,2,44.0,2,138
5829,Hormavu,1310.0,2,60.0,2,92
5830,Others,1052.0,2,52.0,2,168
5831,Singasandra,1464.0,3,56.0,3,192
5832,Others,1000.0,2,45.0,2,168
5833,Electronic City,1150.0,2,38.08,2,68
5834,Thanisandra,2019.0,3,70.67,3,200
5835,Varthur,986.0,2,31.0,2,207
5836,Akshaya Nagar,1893.0,4,95.0,3,11
5837,Gollarapalya Hosahalli,1318.0,3,56.0,3,74
5838,Yelahanka,1325.0,2,58.0,3,217
5839,Kereguddadahalli,800.0,2,33.0,2,129
5840,Others,1300.0,3,42.25,3,168
5841,Others,1300.0,2,60.0,3,168
5842,Jalahalli East,1010.0,2,52.0,2,104
5843,Bellandur,1665.0,3,85.0,3,40
5844,Subramanyapura,1800.0,3,80.0,3,196
5845,Others,1050.0,2,45.0,2,168
5846,Thanisandra,1241.0,2,68.0,3,200
5847,Others,1567.0,2,62.0,3,168
5848,Ramagondanahalli,1475.0,2,55.0,3,180
5849,Hennur Road,980.0,2,51.0,2,88
5850,Others,1760.0,3,90.0,3,168
5851,Whitefield,1175.0,2,41.0,2,215
5852,Horamavu Banaswadi,1025.0,2,45.0,2,91
5853,Sarjapur  Road,1273.0,2,60.0,2,186
5854,Others,1100.0,2,58.5,2,168
5855,Electronic City Phase II,1252.0,2,65.0,3,69
5856,Electronic City Phase II,1135.0,2,46.0,2,69
5857,Kanakpura Road,1100.0,2,53.0,3,119
5858,Electronic City Phase II,1305.0,3,65.0,3,69
5859,Others,1236.0,2,50.0,2,168
5860,Uttarahalli,1125.0,1,45.0,2,206
5861,KR Puram,1075.0,2,32.25,2,107
5862,BEML Layout,2000.0,3,85.0,3,21
5863,Thanisandra,2999.97,6,110.0,6,200
5864,Kadugodi,1150.0,2,42.0,2,109
5865,Hennur Road,1085.0,2,43.4,2,88
5866,Kumaraswami Layout,2450.0,3,110.0,4,140
5867,Kothannur,1085.0,2,34.2,2,136
5868,HSR Layout,1289.0,2,70.0,2,81
5869,Budigere,1991.0,4,100.0,3,50
5870,Thanisandra,663.0,1,32.82,1,200
5871,Electronic City,1165.0,2,33.65,2,68
5872,Thanisandra,1260.0,2,45.5,2,200
5873,Others,1095.0,2,39.0,2,168
5874,Seegehalli,1176.0,2,50.0,2,189
5875,Whitefield,1315.0,2,55.0,2,215
5876,Parappana Agrahara,1194.0,2,46.0,2,172
5877,NRI Layout,2400.0,2,125.0,2,157
5878,Uttarahalli,1308.0,2,53.0,3,206
5879,Hoskote,1065.0,2,33.75,2,95
5880,Uttarahalli,1160.0,2,40.58,2,206
5881,Parappana Agrahara,1194.0,2,47.0,2,172
5882,Others,1200.0,3,56.53,3,168
5883,2nd Phase Judicial Layout,1681.0,3,69.0,3,2
5884,Bommasandra Industrial Area,1130.0,2,32.64,2,48
5885,Kanakpura Road,1843.0,3,90.0,3,119
5886,Bommasandra Industrial Area,1065.0,2,30.75,2,48
5887,Thubarahalli,1885.0,3,85.52,3,202
5888,R.T. Nagar,1500.0,2,45.0,2,176
5889,TC Palaya,1126.0,2,39.4,2,198
5890,Rayasandra,1357.0,2,59.0,3,182
5891,Whitefield,1451.0,2,46.4,3,215
5892,Bellandur,960.0,2,48.0,2,40
5893,Kanakpura Road,900.0,2,46.29,2,119
5894,Others,1080.0,2,38.0,2,168
5895,Hosa Road,1708.0,3,64.05,4,93
5896,Haralur Road,1243.0,2,46.0,2,82
5897,Haralur Road,1890.0,3,84.0,3,82
5898,Electronic City Phase II,1165.0,2,33.64,2,69
5899,BTM Layout,1196.0,2,56.81,2,23
5900,Parappana Agrahara,1194.0,2,47.0,2,172
5901,Whitefield,1063.0,2,42.52,2,215
5902,Others,1025.0,2,39.98,2,168
5903,Chikkabanavar,1067.0,2,38.0,2,55
5904,Electronics City Phase 1,1330.0,2,44.0,3,70
5905,Mallasandra,1524.0,2,72.0,3,148
5906,Others,1410.0,2,45.12,3,168
5907,Kothanur,1581.0,3,76.0,3,137
5908,Kanakapura,1181.0,1,35.475,1,118
5909,Sarjapur  Road,1000.0,2,40.0,2,186
5910,Yelahanka,602.0,1,33.0,1,217
5911,Raja Rajeshwari Nagar,1196.0,2,40.54,2,178
5912,Kanakpura Road,850.0,1,37.32,1,119
5913,Others,900.0,2,40.0,2,168
5914,Kudlu,720.0,1,33.0,1,138
5915,Electronic City Phase II,1400.0,2,40.44,3,69
5916,Sarjapur  Road,1150.0,2,48.5,2,186
5917,Hennur,2722.0,3,84.205,3,87
5918,Marathahalli,1100.0,2,50.0,2,150
5919,7th Phase JP Nagar,1572.0,2,51.0,2,6
5920,Banaswadi,1105.0,2,57.0,2,32
5921,Thanisandra,1110.0,2,46.5,2,200
5922,Kudlu,1027.0,2,44.0,2,138
5923,Sarjapur  Road,1205.0,2,37.0,2,186
5924,5th Phase JP Nagar,1450.0,2,73.0,3,4
5925,Others,540.0,1,22.0,1,168
5926,Dasarahalli,1200.0,2,42.0,2,60
5927,Kalena Agrahara,1837.0,2,95.0,3,113
5928,Others,1125.0,2,55.0,2,168
5929,Kaggadasapura,1500.0,2,60.0,3,110
5930,BTM 2nd Stage,1100.0,2,47.0,2,22
5931,Others,1563.0,2,52.0,3,168
5932,Ramagondanahalli,1151.0,2,42.5,2,180
5933,Uttarahalli,1123.0,2,60.0,2,206
5934,Whitefield,1276.0,2,69.5,2,215
5935,Poorna Pragna Layout,1270.0,2,50.79,3,174
5936,R.T. Nagar,1325.0,2,52.0,2,176
5937,Varthur,1600.0,3,63.2,3,207
5938,Kodichikkanahalli,1299.0,2,58.0,2,130
5939,Gunjur,1457.0,2,60.0,2,78
5940,Yelahanka,1075.0,2,33.53,3,217
5941,Kanakpura Road,1450.0,3,51.0,3,119
5942,Bellandur,950.0,1,40.0,1,40
5943,Hennur Road,1140.0,2,56.0,2,88
5944,Yelahanka,1430.0,3,61.0,3,217
5945,Others,1600.0,3,77.0,3,168
5946,Others,1190.0,2,48.0,2,168
5947,Others,1210.0,2,53.0,2,168
5948,Bellandur,850.0,2,45.0,2,40
5949,Kothanur,1130.0,2,55.0,2,137
5950,CV Raman Nagar,907.0,2,38.0,2,51
5951,Hennur Road,1735.0,3,78.0,3,88
5952,Bisuvanahalli,1075.0,2,33.0,3,45
5953,Others,1572.0,5,75.0,5,168
5954,Uttarahalli,1590.0,3,57.0,3,206
5955,Others,1160.0,2,55.0,2,168
5956,Sarjapur  Road,1370.0,2,70.0,2,186
5957,Banashankari Stage V,920.0,2,41.5,2,30
5958,Horamavu Agara,1213.0,2,38.1,2,90
5959,Singasandra,1653.0,3,85.0,3,192
5960,Electronics City Phase 1,1321.0,2,40.0,3,70
5961,Kanakpura Road,1570.0,3,68.0,3,119
5962,Others,1053.0,2,44.0,2,168
5963,Others,1325.0,2,56.0,3,168
5964,Others,1169.0,2,50.11,2,168
5965,Whitefield,1317.0,2,52.0,2,215
5966,Whitefield,4122.0,4,137.0,4,215
5967,Kammasandra,940.0,2,35.0,2,117
5968,Budigere,1820.0,3,95.5,3,50
5969,Kanakpura Road,1450.0,3,53.6,3,119
5970,Nagarbhavi,2200.0,2,99.0,3,158
5971,Electronics City Phase 1,1116.0,2,33.0,2,70
5972,Attibele,656.0,2,25.0,2,20
5973,Kaggadasapura,1105.0,2,39.5,2,110
5974,Whitefield,1220.0,2,55.0,2,215
5975,Hoodi,1400.0,3,74.0,3,89
5976,Uttarahalli,1000.0,2,35.0,2,206
5977,Bannerghatta Road,1660.0,3,80.0,3,35
5978,Uttarahalli,1330.0,2,57.0,3,206
5979,Old Madras Road,1165.0,2,52.0,2,167
5980,Budigere,1153.0,2,56.0,2,50
5981,Bannerghatta Road,1270.0,2,45.0,2,35
5982,Others,1070.0,2,38.0,2,168
5983,Whitefield,1116.0,2,48.76,2,215
5984,Sarjapur  Road,1346.0,2,74.03,2,186
5985,Others,1062.0,2,50.0,2,168
5986,Others,700.0,1,25.5,1,168
5987,Doddathoguru,1100.0,2,50.0,2,65
5988,Uttarahalli,1125.0,2,47.0,2,206
5989,2nd Phase Judicial Layout,1350.0,2,47.25,3,2
5990,Pai Layout,1068.0,2,48.0,2,170
5991,Doddathoguru,940.0,2,32.9,2,65
5992,Hosa Road,1063.0,2,32.79,2,93
5993,Harlur,936.0,2,45.0,2,83
5994,KR Puram,1400.0,2,60.0,3,107
5995,Sarjapur  Road,475.0,1,26.0,1,186
5996,Others,1450.0,3,65.0,3,168
5997,Kudlu,1162.0,2,52.0,2,138
5998,Hosa Road,1161.0,2,48.75,2,93
5999,Murugeshpalya,1500.0,2,70.0,3,154
6000,Budigere,1030.0,1,34.545,1,50
6001,Nagarbhavi,1100.0,2,46.2,2,158
6002,Whitefield,1400.0,2,56.0,3,215
6003,Budigere,1153.0,2,56.5,2,50
6004,Sarjapur  Road,1197.0,2,56.86,2,186
6005,Others,3750.0,4,190.0,4,168
6006,Bellandur,1830.0,3,91.86,3,40
6007,Electronic City,970.0,2,35.0,2,68
6008,NRI Layout,2700.0,5,95.75,4,157
6009,Sarjapur  Road,3040.0,4,135.0,4,186
6010,Begur Road,1160.0,2,36.54,2,39
6011,Others,1500.0,3,75.0,3,168
6012,ITPL,850.0,2,25.4,2,99
6013,Ramamurthy Nagar,935.0,2,39.0,2,181
6014,Others,1250.0,3,54.0,3,168
6015,Doddakallasandra,1072.0,2,42.87,2,64
6016,Others,1425.0,2,65.0,3,168
6017,Uttarahalli,1165.0,1,42.09,2,206
6018,Kathriguppe,1390.0,2,69.49,3,124
6019,Kalena Agrahara,1510.0,3,78.0,3,113
6020,Kodigehaali,866.0,2,32.0,2,131
6021,Sompura,1360.0,2,45.0,3,194
6022,Whitefield,1140.0,2,55.0,2,215
6023,Whitefield,1295.0,2,64.5,2,215
6024,Hormavu,1020.0,2,45.75,2,92
6025,Others,1200.0,1,50.0,2,168
6026,Vidyaranyapura,1100.0,2,41.0,2,210
6027,Kothannur,820.0,2,37.0,2,136
6028,Kalena Agrahara,1354.0,2,70.0,2,113
6029,Garudachar Palya,1154.0,2,51.8,2,73
6030,7th Phase JP Nagar,1680.0,2,92.0,3,6
6031,Electronics City Phase 1,1205.0,2,60.0,2,70
6032,Electronic City,1500.0,3,73.0,3,68
6033,Bannerghatta Road,1520.0,2,80.0,3,35
6034,Others,1300.0,3,65.0,2,168
6035,Others,1150.0,2,47.0,2,168
6036,Budigere,1153.0,2,58.0,2,50
6037,Sompura,1350.0,2,47.0,3,194
6038,Others,1515.0,3,80.5,3,168
6039,Others,1250.0,2,65.0,2,168
6040,Yelahanka,1355.0,2,51.5,3,217
6041,Others,1115.0,3,39.14,3,168
6042,8th Phase JP Nagar,1275.0,3,45.0,3,7
6043,Others,1550.0,2,70.0,3,168
6044,Bhoganhalli,2119.0,4,111.0,4,42
6045,Kudlu Gate,1320.0,2,50.0,3,139
6046,Others,1410.0,2,54.0,3,168
6047,Others,1705.0,2,86.96,3,168
6048,Electronic City,995.0,2,48.0,2,68
6049,Horamavu Banaswadi,1081.0,2,52.0,2,91
6050,Parappana Agrahara,1194.0,2,46.0,2,172
6051,Sonnenahalli,605.0,1,30.24,1,195
6052,Yelahanka,567.0,1,25.0,1,217
6053,Banashankari Stage VI,2110.5,2,70.385,3,31
6054,Thanisandra,1100.0,2,36.0,2,200
6055,NGR Layout,1021.0,2,45.9,2,156
6056,Haralur Road,1230.0,2,67.65,2,82
6057,Uttarahalli,1260.0,2,55.0,2,206
6058,Sector 2 HSR Layout,1231.0,2,66.0,2,188
6059,Mahadevpura,1236.0,2,58.0,2,147
6060,Begur,1443.0,2,70.0,3,38
6061,Others,1190.0,2,46.41,2,168
6062,Uttarahalli,1284.0,2,53.36,2,206
6063,Chikkalasandra,1325.0,2,59.0,2,56
6064,Others,747.0,1,27.0,1,168
6065,Others,1113.0,2,52.0,2,168
6066,Hebbal,1162.0,2,59.0,2,84
6067,Parappana Agrahara,1194.0,2,46.0,2,172
6068,Others,3500.0,6,115.0,6,168
6069,Uttarahalli,1150.0,2,45.99,2,206
6070,Thubarahalli,3408.0,5,145.0,4,202
6071,Others,900.0,2,27.0,2,168
6072,Electronic City,1320.0,2,38.12,3,68
6073,Electronics City Phase 1,891.0,2,26.0,2,70
6074,Chandapura,1323.0,2,42.0,3,52
6075,Vittasandra,1404.0,2,67.5,2,214
6076,Dodda Nekkundi,1370.0,2,60.0,2,62
6077,Uttarahalli,1385.0,2,48.48,3,206
6078,Gollarapalya Hosahalli,1129.0,2,50.0,2,74
6079,Whitefield,1430.0,3,52.0,3,215
6080,Others,850.0,2,45.0,2,168
6081,Kanakpura Road,1938.0,3,105.0,3,119
6082,Others,1020.0,2,52.0,2,168
6083,CV Raman Nagar,1480.0,3,65.0,3,51
6084,Kanakpura Road,1843.0,3,96.2,3,119
6085,Hennur,1255.0,2,55.5,2,87
6086,Yelenahalli,1160.0,2,44.08,2,219
6087,Bommanahalli,1160.0,2,53.0,2,46
6088,7th Phase JP Nagar,1100.0,2,44.0,2,6
6089,Electronic City Phase II,1336.0,2,50.35,3,69
6090,Choodasandra,1065.0,2,46.0,2,57
6091,Rachenahalli,1550.0,3,68.5,3,177
6092,Others,1005.0,2,40.0,2,168
6093,Thanisandra,1430.0,2,56.0,3,200
6094,Hennur Road,1470.0,2,75.0,3,88
6095,Anjanapura,950.0,2,30.0,2,17
6096,Doddathoguru,1382.0,3,65.0,3,65
6097,BTM 2nd Stage,930.0,2,46.0,2,22
6098,Whitefield,1010.0,2,45.0,3,215
6099,Brookefield,3050.0,4,130.0,4,49
6100,Budigere,1636.0,3,88.0,3,50
6101,Budigere,1153.0,2,56.55,2,50
6102,LB Shastri Nagar,1200.0,2,47.0,2,142
6103,HSR Layout,1844.0,3,89.0,3,81
6104,Begur Road,1215.0,2,43.75,2,39
6105,Sarjapur  Road,1194.0,2,57.0,2,186
6106,Others,1220.0,2,52.0,2,168
6107,Others,3150.0,4,150.0,4,168
6108,Kanakpura Road,525.0,1,26.0,1,119
6109,Bommasandra,955.0,2,37.97,2,47
6110,Others,2000.0,5,75.0,5,168
6111,Magadi Road,884.0,2,48.0,2,146
6112,Kathriguppe,1250.0,2,68.75,2,124
6113,Bellandur,1195.0,2,52.0,2,40
6114,Sarjapur  Road,984.0,2,45.75,2,186
6115,Bommasandra,1089.0,2,40.0,2,47
6116,Hennur Road,1165.0,2,52.0,2,88
6117,Hormavu,1166.0,2,34.97,3,92
6118,Chikkalasandra,1275.0,2,55.46,3,56
6119,Mico Layout,1140.0,2,43.0,2,152
6120,Others,720.0,1,28.0,1,168
6121,Rachenahalli,1550.0,2,73.5,3,177
6122,Others,1220.0,2,60.0,2,168
6123,Others,1500.0,3,50.0,3,168
6124,Sarjapur  Road,1347.0,2,44.0,3,186
6125,Others,5000.0,5,250.0,4,168
6126,Bannerghatta Road,3000.0,4,140.0,4,35
6127,Bannerghatta,1120.0,2,42.5,2,34
6128,Others,600.0,1,22.8,1,168
6129,Others,540.0,1,24.0,1,168
6130,Hebbal,1150.0,2,57.0,2,84
6131,Sonnenahalli,1484.0,3,75.0,3,195
6132,Ramagondanahalli,1680.0,2,68.0,3,180
6133,Others,620.0,2,23.0,2,168
6134,Others,1650.0,3,78.0,3,168
6135,Others,1250.0,3,44.0,3,168
6136,Others,2072.0,3,108.0,3,168
6137,Sarjapur  Road,1105.0,2,40.0,2,186
6138,Vidyaranyapura,1200.0,2,60.5,2,210
6139,Banashankari,1340.0,2,53.6,3,27
6140,Haralur Road,1194.0,2,46.0,2,82
6141,Vittasandra,1246.0,2,65.0,2,214
6142,Hosa Road,1541.0,3,69.61,3,93
6143,Kambipura,883.0,2,39.0,2,115
6144,Yeshwanthpur,1676.0,3,92.13,3,220
6145,Others,1154.0,2,57.0,2,168
6146,Kanakpura Road,1610.0,3,78.5,3,119
6147,Others,1057.0,2,42.0,2,168
6148,Others,980.0,2,35.0,2,168
6149,Sarjapur  Road,1140.0,2,40.0,2,186
6150,Raja Rajeshwari Nagar,1206.0,2,40.7,2,178
6151,Electronic City Phase II,575.0,1,16.75,1,69
6152,Horamavu Agara,1300.0,2,52.0,3,90
6153,TC Palaya,1200.0,2,66.0,3,198
6154,Kanakapura,1090.0,2,38.15,2,118
6155,Electronic City,589.0,1,29.0,1,68
6156,Kogilu,1140.0,2,50.66,2,133
6157,Haralur Road,1092.0,2,44.0,2,82
6158,Nagarbhavi,1080.0,2,49.0,2,158
6159,Mysore Road,1082.0,2,45.0,3,155
6160,Hennur Road,1052.0,2,34.72,2,88
6161,Yelahanka,1045.0,2,45.0,2,217
6162,Kaggadasapura,1500.0,2,75.0,3,110
6163,Hennur,1255.0,2,53.57,2,87
6164,Sarjapur  Road,1346.0,2,69.61,2,186
6165,Electronic City Phase II,925.0,2,49.82,3,69
6166,Dasarahalli,1160.0,2,49.0,2,60
6167,Lingadheeranahalli,1768.0,3,81.31,3,145
6168,Kothanur,1094.0,2,54.0,2,137
6169,Sonnenahalli,1550.0,3,50.0,3,195
6170,Battarahalli,2024.0,3,103.0,3,37
6171,Kambipura,1082.0,2,55.0,3,115
6172,BTM 2nd Stage,1265.0,2,55.0,3,22
6173,Others,1100.0,2,45.0,3,168
6174,Vittasandra,1246.0,2,67.4,2,214
6175,7th Phase JP Nagar,1128.0,2,60.0,2,6
6176,Others,1260.0,2,55.0,2,168
6177,Bellandur,1830.0,3,89.89,3,40
6178,Sarjapur,1525.0,2,68.0,3,185
6179,Yelahanka,602.0,2,30.0,1,217
6180,Hegde Nagar,1835.0,3,89.0,3,86
6181,Kanakpura Road,1250.0,3,62.6,3,119
6182,Murugeshpalya,1855.0,3,96.0,3,154
6183,Kanakpura Road,1450.0,3,60.91,3,119
6184,Haralur Road,1464.0,3,56.0,3,82
6185,Banashankari Stage VI,4800.0,3,200.0,4,31
6186,Begur Road,1200.0,2,44.73,2,39
6187,Sarjapur,1095.0,2,45.0,2,185
6188,Electronic City,825.0,2,30.0,2,68
6189,Others,600.0,1,24.0,1,168
6190,Whitefield,1740.0,3,85.0,3,215
6191,Horamavu Agara,1090.0,2,46.0,2,90
6192,Jigani,1221.0,3,65.0,3,105
6193,8th Phase JP Nagar,1046.0,2,48.0,2,7
6194,Uttarahalli,1290.0,2,56.12,3,206
6195,Electronic City Phase II,1065.0,2,30.76,2,69
6196,Battarahalli,1097.0,2,49.0,2,37
6197,Anekal,1140.0,2,52.0,2,16
6198,Padmanabhanagar,1150.0,2,50.0,2,169
6199,Others,1375.0,2,45.0,2,168
6200,Babusapalaya,1245.0,2,58.0,2,24
6201,TC Palaya,1200.0,2,66.0,3,198
6202,Kanakpura Road,700.0,2,36.0,2,119
6203,Raja Rajeshwari Nagar,1000.0,2,50.0,2,178
6204,Begur Road,1160.0,2,42.0,2,39
6205,Kudlu Gate,1200.0,2,44.4,2,139
6206,Others,1145.0,2,44.0,2,168
6207,Chikkabanavar,1320.0,2,46.0,3,55
6208,Electronic City Phase II,1065.0,2,30.75,2,69
6209,Whitefield,1650.0,3,48.0,3,215
6210,Yelahanka,1362.0,2,66.0,2,217
6211,Whitefield,925.0,2,35.0,2,215
6212,Whitefield,1175.0,2,50.0,2,215
6213,Sarjapura - Attibele Road,1555.0,3,52.0,3,187
6214,Dodda Nekkundi,1585.0,2,79.0,3,62
6215,Kalena Agrahara,1354.0,2,71.0,2,113
6216,Others,1165.0,2,45.0,2,168
6217,Rachenahalli,985.0,2,50.17,2,177
6218,Chandapura,1200.0,2,36.0,2,52
6219,Others,1340.0,2,47.0,3,168
6220,Bannerghatta Road,1680.0,2,61.74,2,35
6221,CV Raman Nagar,1227.0,2,42.88,2,51
6222,Others,1210.0,2,60.0,2,168
6223,Raja Rajeshwari Nagar,1485.0,2,63.0,3,178
6224,Others,1684.0,3,86.0,3,168
6225,Others,1686.0,3,77.0,3,168
6226,Others,1654.0,3,82.0,3,168
6227,KR Puram,1100.0,2,39.9,2,107
6228,Sarjapur  Road,1044.0,2,55.0,2,186
6229,Choodasandra,1115.0,2,50.0,2,57
6230,Yelahanka,1000.0,2,29.0,2,217
6231,Electronic City Phase II,1140.0,2,33.06,2,69
6232,Kodichikkanahalli,900.0,2,35.0,2,130
6233,Others,1200.0,2,50.0,2,168
6234,TC Palaya,1200.0,2,66.0,3,198
6235,Munnekollal,1030.0,2,50.36,2,153
6236,Kothanur,1400.0,2,65.0,2,137
6237,Kaggadasapura,1400.0,2,68.0,3,110
6238,Hulimavu,1115.0,2,44.6,2,97
6239,Bharathi Nagar,1300.0,2,55.86,2,41
6240,Abbigere,1000.0,2,41.0,2,10
6241,Electronic City,1070.0,2,48.0,2,68
6242,Sarjapur  Road,1600.0,3,85.0,3,186
6243,Marathahalli,1196.0,2,57.95,2,150
6244,Electronic City,1025.0,2,54.0,2,68
6245,Choodasandra,1220.0,3,56.0,3,57
6246,Old Madras Road,1165.0,2,51.42,2,167
6247,Marathahalli,1310.0,3,63.25,3,150
6248,Electronics City Phase 1,1900.0,3,85.0,3,70
6249,Chandapura,740.0,1,22.0,2,52
6250,Yelahanka,1282.0,2,48.72,3,217
6251,Others,1088.0,2,46.0,2,168
6252,Raja Rajeshwari Nagar,1335.0,2,56.0,3,178
6253,Vidyaranyapura,1200.0,2,42.0,2,210
6254,Garudachar Palya,1325.0,2,60.0,3,73
6255,KR Puram,3385.0,2,121.0,4,107
6256,Sahakara Nagar,1200.0,2,54.0,2,183
6257,Pai Layout,1510.0,2,65.0,3,170
6258,Bommanahalli,1050.0,2,54.0,2,46
6259,Others,1200.0,2,45.0,2,168
6260,Channasandra,1050.0,2,44.41,2,53
6261,9th Phase JP Nagar,1050.0,2,35.0,2,8
6262,BEML Layout,1194.0,2,65.0,2,21
